,name,Component,price,type,form_factor,speed,modules,price_per_gb,color,first_word_latency,cas_latency,capacity,cache,interface,mode,max_memory,channels,digital_audio,snr,sample_rate,chipset,Unnamed: 0,bd,dvd,cd,bd_write,dvd_write,cd_write,rpm,noise_level,size,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,tracking_method,connection_type,max_dpi,hand_orientation,capacity_w,capacity_va,efficiency,wattage,modular,airflow,pwm,channel_wattage,configuration,frequency_response,amount,socket,memory_slots,core_count,core_clock,boost_clock,tdp,graphics,smt,microphone,wireless,enclosure_type,style,switches,backlit,tenkeyless,protocol,psu,side_panel,external_volume,internal_35_bays,memory,length,resolutions,connection,focus_type,os,fov
113,G.Skill Ripjaws V 32 GB,memory,67.99,,,"4,3600","2,16",2.125,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,G.Skill Trident Z5 Neo 32 GB,memory,116.99,,,"5,6000","2,16",3.656,Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Corsair Vengeance LPX 16 GB,memory,45.99,,,"4,3200","2,8",2.874,White,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Corsair Vengeance 32 GB,memory,97.99,,,"5,4800","2,16",3.062,Black,16.667,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Corsair Vengeance 64 GB,memory,247.99,,,"5,6800","2,32",3.875,Black / Gray,9.412,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Corsair Vengeance RGB 32 GB,memory,124.99,,,"5,6400","2,16",3.906,Black / Gray,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Corsair Dominator Titanium 96 GB,memory,429.99,,,"5,6600","2,48",4.479,Black,9.697,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,G.Skill Ripjaws V 32 GB,memory,71.99,,,"4,4000","2,16",2.25,Black,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Corsair Dominator Titanium 64 GB,memory,339.99,,,"5,6400","4,16",5.312,White,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,TEAMGROUP Elite 32 GB,memory,75.98,,,"5,4800","2,16",2.374,Black,16.667,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,G.Skill Trident Z 32 GB,memory,1218.56,,,"4,3200","2,16",38.08,Red / Silver,9.375,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,G.Skill Ripjaws S5 64 GB,memory,189.99,,,"5,5600","2,32",2.969,Black,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Kingston FURY Beast 16 GB,memory,75.99,,,"5,6000","2,8",4.749,Black / Silver,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,G.Skill Aegis 16 GB,memory,42.99,,,"4,3200","2,8",2.687,Red / Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,TEAMGROUP Elite 16 GB,memory,54.99,,,"5,5200","2,8",3.437,Black,16.154,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Kingston FURY Beast RGB 16 GB,memory,81.99,,,"5,6000","2,8",5.124,Black,13.333,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Corsair Vengeance 96 GB,memory,349.99,,,"5,6400","2,48",3.646,Black,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,G.Skill Ripjaws S5 32 GB,memory,109.99,,,"5,6000","2,16",3.437,White,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,TEAMGROUP T-Create Expert 32 GB,memory,94.99,,,"5,6000","2,16",2.968,Black,12.667,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Corsair Vengeance 16 GB,memory,77.98,,,"3,1600","2,8",4.874,Black / Yellow,11.25,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,G.Skill Ripjaws S5 64 GB,memory,204.99,,,"5,6000","2,32",3.203,Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Corsair Vengeance RGB 32 GB,memory,135.99,,,"5,6000","2,16",4.25,White / Silver,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Crucial CT16G48C40U5 16 GB,memory,44.9,,,"5,4800","1,16",2.806,Black,16.667,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,ADATA XPG Lancer Blade 32 GB,memory,112.99,,,"5,6000","2,16",3.531,Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Corsair Vengeance RGB Pro 32 GB,memory,96.99,,,"4,3200","2,16",3.031,White,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Kingston FURY Beast 16 GB,memory,83.13,,,"5,5600","2,8",5.196,Black / Silver,12.857,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,G.Skill Ripjaws S5 32 GB,memory,109.99,,,"5,6400","2,16",3.437,Black,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Crucial CT8G48C40U5 8 GB,memory,24.99,,,"5,4800","1,8",3.124,Black,16.667,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Kingston FURY 128 GB,memory,468.43,,,"5,5600","4,32",3.66,White,14.286,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Corsair Vengeance RGB 64 GB,memory,224.99,,,"5,6400","2,32",3.515,Black / Gray,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,TEAMGROUP T-Force Vulcan 32 GB,memory,92.99,,,"5,5600","2,16",2.906,Black,11.429,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,G.Skill Trident Z Neo 256 GB,memory,589.99,,,"4,3200","8,32",2.305,Black / Silver,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Corsair Vengeance RGB Pro 16 GB,memory,62.99,,,"4,3600","2,8",3.937,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,ADATA XPG Lancer Blade RGB 32 GB,memory,104.99,,,"5,6400","2,16",3.281,Black,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,G.Skill Trident Z5 RGB 48 GB,memory,399.99,,,"5,8400","2,24",8.333,White,9.524,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Corsair Dominator Titanium 96 GB,memory,429.99,,,"5,6600","2,48",4.479,White,9.697,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Corsair Dominator Platinum RGB 64 GB,memory,299.99,,,"5,6800","2,32",4.687,Black,11.765,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Corsair Vengeance RGB 32 GB,memory,109.99,,,"5,5200","2,16",3.437,Black,15.385,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Silicon Power SP016GBLFU320B22 16 GB,memory,29.99,,,"4,3200","2,8",1.874,,13.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Kingston ValueRAM 4 GB,memory,9.99,,,"4,3200","1,4",2.498,Green,13.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,G.Skill Trident Z RGB 64 GB,memory,143.99,,,"4,3600","2,32",2.25,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,TEAMGROUP T-Force Delta RGB 32 GB,memory,105.99,,,"5,6000","2,16",3.312,Black,12.667,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,TEAMGROUP T-Create Expert 32 GB,memory,59.99,,,"4,3200","2,16",1.875,Gray,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Silicon Power SP016GLLTU160N22 16 GB,memory,19.89,,,"3,1600","2,8",1.243,Green,13.75,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,G.Skill Trident Z5 RGB 64 GB,memory,259.99,,,"5,6800","2,32",4.062,Black,10.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,G.Skill Trident Z RGB 32 GB,memory,81.99,,,"4,3600","2,16",2.562,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Corsair Vengeance LPX 64 GB,memory,142.99,,,"4,3600","2,32",2.234,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,G.Skill Trident Z5 RGB 48 GB,memory,259.99,,,"5,8000","2,24",5.416,Black,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,TEAMGROUP T-Create Expert 64 GB,memory,184.99,,,"5,6000","2,32",2.89,Black,11.333,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,TEAMGROUP T-Force Delta RGB 64 GB,memory,192.99,,,"5,6000","2,32",3.015,White / Silver,12.667,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Corsair Dominator Platinum RGB 64 GB,memory,349.99,,,"5,6600","4,16",5.469,Black,9.697,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Corsair Vengeance RGB 32 GB,memory,119.99,,,"5,6000","2,16",3.75,Black / Gray,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,G.Skill Ripjaws V 16 GB,memory,40.99,,,"4,3600","2,8",2.562,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,G.Skill Trident Z Royal 256 GB,memory,1499.0,,,"4,3600","8,32",5.855,Gold,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,TEAMGROUP T-Force Delta RGB 32 GB,memory,104.99,,,"5,6400","2,16",3.281,White,12.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Corsair Vengeance RGB Pro 32 GB,memory,117.99,,,"4,3200","4,8",3.687,Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Silicon Power XPOWER Turbine 32 GB,memory,53.97,,,"4,3200","2,16",1.687,Blue,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,TEAMGROUP T-Force Delta RGB 32 GB,memory,124.99,,,"5,7200","2,16",3.906,Black / White,9.444,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Crucial Classic 16 GB,memory,55.99,,,"5,5600","2,8",3.499,Black,16.429,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Corsair Vengeance 32 GB,memory,119.99,,,"5,6000","2,16",3.75,Black / Silver,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Kingston Server Premier 64 GB,memory,176.49,,,"4,3200","1,64",2.758,,13.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,TEAMGROUP T-Force Vulcan 32 GB,memory,104.99,,,"5,6400","2,16",3.281,Black / Silver,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Corsair Vengeance 32 GB,memory,159.99,,,"5,7200","2,16",5.0,Gray,9.444,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Crucial CT8G4DFRA32A 8 GB,memory,19.98,,,"4,3200","1,8",2.498,Green,13.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,TEAMGROUP T-Force Delta RGB 32 GB,memory,124.99,,,"5,7200","2,16",3.906,White / Gray,9.444,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Corsair Vengeance LPX 16 GB,memory,45.99,,,"4,3200","2,8",2.874,Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,OLOy MD4U083016BGDA 16 GB,memory,35.99,,,"4,3000","2,8",2.249,Black,10.667,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Kingston HyperX Fury 8 GB,memory,45.99,,,"4,2666","1,8",5.749,Black,12.003,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Corsair Vengeance 192 GB,memory,649.99,,,"5,5200","4,48",3.385,Black,14.615,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Silicon Power XPOWER Zenith Gaming 32 GB,memory,102.99,,,"5,6000","2,16",3.218,Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,G.Skill Aegis 32 GB,memory,66.98,,,"4,3200","2,16",2.093,Red / Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Lexar THOR OC 32 GB,memory,110.39,,,"5,6000","2,16",3.45,Black / Gold,10.667,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Corsair Vengeance 32 GB,memory,99.99,,,"5,5600","2,16",3.125,Black / Gray,14.286,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Crucial Pro Overclocking 32 GB,memory,92.99,,,"5,6000","2,16",2.906,Black,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Corsair Vengeance LPX 16 GB,memory,42.99,,,"4,3000","2,8",2.687,Black / Yellow,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Corsair Dominator Titanium 64 GB,memory,269.99,,,"5,6000","2,32",4.219,White,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Corsair Vengeance 32 GB,memory,102.99,,,"5,5200","2,16",3.218,White,15.385,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Crucial Pro 64 GB,memory,131.58,,,"4,3200","2,32",2.056,Black / Green,13.75,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,TEAMGROUP T-Force Delta RGB 32 GB,memory,99.99,,,"5,5600","2,16",3.125,Black,11.429,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,OLOy MD4U1636181CHKDA 32 GB,memory,60.2,,,"4,3600","2,16",1.881,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,G.Skill Trident Z RGB 16 GB,memory,55.99,,,"4,3200","2,8",3.499,Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,G.Skill Trident Z5 Neo RGB 32 GB,memory,124.99,,,"5,6000","2,16",3.906,Silver / Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,ADATA XPG SPECTRIX D50 16 GB,memory,54.99,,,"4,3200","2,8",3.437,White,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Kingston FURY Beast RGB 16 GB,memory,54.99,,,"4,3200","2,8",3.437,Black,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Samsung M378A1K43CB2-CRC 8 GB,memory,17.0,,,"4,2400","1,8",2.125,Green,14.167,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,ADATA XPG Lancer Blade 32 GB,memory,92.99,,,"5,6000","2,16",2.906,White,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Corsair Vengeance 64 GB,memory,187.99,,,"5,5600","2,32",2.937,Black,14.286,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Corsair Dominator Titanium 32 GB,memory,172.99,,,"5,6000","2,16",5.406,Black,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Kingston FURY Beast 16 GB,memory,70.98,,,"5,5200","2,8",4.436,Black,15.385,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Samsung M378A2K43CB1-CTD 16 GB,memory,30.0,,,"4,2666","1,16",1.875,Green / Black,14.254,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,G.Skill Trident Z5 RGB 32 GB,memory,164.99,,,"5,7600","2,16",5.156,Black,9.474,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,TEAMGROUP T-Force Delta RGB 16 GB,memory,47.99,,,"4,3200","2,8",2.999,White,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,TEAMGROUP T-Force Delta RGB 32 GB,memory,104.99,,,"5,6400","2,16",3.281,Black,12.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Corsair Vengeance RGB 32 GB,memory,159.99,,,"5,7200","2,16",5.0,Black,9.444,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Kingston ValueRAM 1 GB,memory,15.0,,,"2,667","1,1",15.0,Green,14.993,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,G.Skill Ripjaws S5 64 GB,memory,204.99,,,"5,6400","2,32",3.203,Black,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Crucial CT2K16G48C40U5 32 GB,memory,86.92,,,"5,4800","2,16",2.716,Black,16.667,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,G.Skill Trident Z5 RGB 32 GB,memory,189.99,,,"5,7800","2,16",5.937,Black,9.231,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,G.Skill Trident Z5 RGB 48 GB,memory,279.99,,,"5,8200","2,24",5.833,Black,9.756,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,G.Skill Trident Z 32 GB,memory,960.42,,,"5,6000","2,16",30.013,Black,13.333,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Kingston FURY Beast 16 GB,memory,47.83,,,"4,3600","2,8",2.989,Black,9.444,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Corsair Vengeance RGB 32 GB,memory,114.99,,,"5,6400","2,16",3.593,Black,11.25,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Corsair Vengeance RGB 32 GB,memory,112.99,,,"5,5600","2,16",3.531,Black / Gray,14.286,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,TEAMGROUP T-Force Vulcan Z 16 GB,memory,38.99,,,"4,3200","2,8",2.437,Gray,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Kingston FURY Beast RGB 64 GB,memory,227.99,,,"5,6000","2,32",3.562,Black,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Corsair Vengeance 32 GB,memory,104.99,,,"5,6000","2,16",3.281,Black,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Corsair Dominator Titanium 32 GB,memory,199.99,,,"5,7200","2,16",6.25,White,9.444,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,G.Skill Ripjaws S5 96 GB,memory,329.99,,,"5,6400","2,48",3.437,Black,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Corsair Vengeance RGB 64 GB,memory,279.99,,,"5,6000","4,16",4.375,Black,12.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,G.Skill Trident Z RGB 128 GB,memory,289.99,,,"4,3600","4,32",2.266,Black,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
